"Incident Counts, 2019-20"
"All Districts"

"",,"Incident Type",,,,,,,,,
"New Haven School District","=""0930011""","*",23,65,12,321,490,17,34,51,489
"New London School District","=""0950011""","*",7,39,7,189,253,13,"*",7,270
"New Milford School District","=""0960011""","*",24,25,"*",52,30,8,"*",35,189
"Newington School District","=""0940011""","*",6,17,6,18,18,"*",0,26,123
"Newtown School District","=""0970011""","*","*",15,0,"*",6,7,"*",26,44
"North Branford School District","=""0990011""",0,"*",16,0,20,12,"*","*",14,49
"North Canaan School District","=""1000011""",0,0,0,0,0,0,0,"*",0,"*"
"North Haven School District","=""1010011""",0,"*",25,"*",31,"*","*",0,6,45
"North Stonington School District","=""1020011""",0,0,"*",0,"*",8,0,0,"*",11
"Norwalk School District","=""1030011""","*",11,74,23,91,124,"*",6,142,255
"Norwich Free Academy District","=""9010022""","*",24,53,14,"*",62,"*",7,37,269
"Norwich School District","=""1040011""","*",9,24,0,43,110,"*",13,7,126
"Odyssey Community School District","=""2630013""",0,0,0,0,0,"*",0,0,0,0
"Old Saybrook School District","=""1060011""",0,0,"*",0,"*","*",0,0,"*","*"
"Orange School District","=""1070011""",0,"*","*",0,0,"*",0,0,0,"*"
"Oxford School District","=""1080011""",0,0,"*",0,"*",9,0,0,9,6
"Park City Prep Charter School District","=""2830013""",0,0,"*",0,0,8,0,0,0,8
"Plainfield School District","=""1090011""",0,"*",45,"*",80,38,"*","*",41,139
"Plainville School District","=""1100011""","*",9,16,"*",13,14,0,"*",19,38
"Plymouth School District","=""1110011""",0,"*",16,"*","*",39,"*","*",19,85
"Pomfret School District","=""1120011""",0,0,0,0,0,"*",0,0,0,0
"Portland School District","=""1130011""",0,"*",16,0,15,10,"*",0,9,36
"Putnam School District","=""1160011""",0,"*",24,"*","*",20,"*","*",7,31
"Redding School District","=""1170011""",0,0,"*",0,"*","*",0,0,"*",11
"Regional School District 01","=""2010012""",0,0,"*",0,0,15,"*","*",8,21
"Regional School District 04","=""2040012""",0,0,6,0,6,"*","*",0,"*",15
"Regional School District 05","=""2050012""",0,"*","*","*",6,8,0,0,11,29
"Regional School District 06","=""2060012""",0,"*",6,0,9,"*",0,0,19,14
"Regional School District 07","=""2070012""",0,0,"*","*","*","*",0,0,9,19
"Regional School District 08","=""2080012""",0,"*",9,"*",8,"*","*","*",12,26
"Regional School District 09","=""2090012""",0,"*","*",0,"*","*",0,"*",8,"*"
"Regional School District 10","=""2100012""",0,"*",18,"*",26,30,"*",0,"*",16
"Regional School District 11","=""2110012""",0,"*","*","*","*",0,0,0,0,"*"
"Regional School District 12","=""2120012""",0,0,0,0,"*","*",0,"*",7,"*"
"Regional School District 13","=""2130012""",0,"*",6,"*","*",12,0,0,"*",34
"Regional School District 14","=""2140012""",0,0,6,"*","*",8,0,"*",7,18
"Regional School District 15","=""2150012""",0,"*",9,"*",10,9,"*","*",32,76
"Regional School District 16","=""2160012""","*","*",12,"*",6,6,"*","*",12,48
"Regional School District 17","=""2170012""",0,10,15,"*",8,11,"*",0,6,34
"Regional School District 18","=""2180012""",0,"*","*","*","*","*","*","*",9,24
"Regional School District 19","=""2190012""",0,0,6,"*","*","*",0,"*","*",13
"Ridgefield School District","=""1180011""",0,"*",8,8,18,"*","*",0,18,14
"Rocky Hill School District","=""1190011""",0,0,"*","*",6,15,"*","*","*",83
"Salem School District","=""1210011""",0,0,"*",0,"*",0,0,"*",0,"*"
"Salisbury School District","=""1220011""",0,0,0,0,0,"*",0,0,0,"*"
"Seymour School District","=""1240011""","*","*",19,"*",23,43,0,0,24,135
"Sharon School District","=""1250011""",0,0,0,0,0,0,0,0,0,"*"
"Shelton School District","=""1260011""","*","*",11,"*",57,19,6,"*",47,345
"Sherman School District","=""1270011""",0,0,"*",0,"*",0,0,0,0,"*"
"Side By Side Charter School District","=""2700013""","*","*",0,"*","*",0,0,0,0,6
"Simsbury School District","=""1280011""",0,"*",9,"*",19,8,"*",0,11,28
"Somers School District","=""1290011""",0,"*",11,0,0,14,"*","*",12,22
"South Windsor School District","=""1320011""",0,"*",19,"*",25,24,"*","*",22,66
"Southington School District","=""1310011""","*",8,38,"*",30,42,6,"*",46,113
"Sprague School District","=""1330011""",0,0,0,"*",8,"*",0,"*",0,8
"Stafford School District","=""1340011""","*","*",28,6,17,35,"*","*",15,76
"Stamford Academy District","=""2820013""",0,0,0,0,"*",11,0,0,0,0
"Stamford Charter School for Excellence District","=""2960013""",0,0,0,0,"*",0,0,0,0,0
"Stamford School District","=""1350011""",6,6,51,31,137,227,8,6,109,221
"Sterling School District","=""1360011""",0,0,10,0,"*",27,"*","*","*",18
"Stonington School District","=""1370011""","*","*",12,"*",11,13,"*","*",13,71
"Stratford School District","=""1380011""","*","*",29,"*",151,95,9,12,68,359
"Suffield School District","=""1390011""",0,0,12,"*",44,21,"*","*",20,53
"The Bridge Academy District","=""2690013""",0,0,0,0,0,7,0,0,0,0
"The Gilbert School District","=""9020022""","*",0,"*","*",15,9,0,0,16,75
"The Woodstock Academy District","=""9030022""","*","*",6,7,0,7,"*","*",23,28
"Thomaston School District","=""1400011""","*",0,8,"*","*",11,"*","*","*",33
"Thompson School District","=""1410011""","*","*",35,"*",32,45,8,"*",7,"*"
"Tolland School District","=""1420011""",0,"*",7,"*",11,12,"*","*",8,31
"Torrington School District","=""1430011""",0,"*",43,8,78,39,6,"*",65,213
"Trumbull School District","=""1440011""",0,0,"*",0,10,"*",6,"*",21,61
"Vernon School District","=""1460011""","*","*",60,12,66,48,13,6,27,368
"Wallingford School District","=""1480011""","*",11,59,"*",44,110,8,"*",30,226
"Waterbury School District","=""1510011""",16,25,199,32,835,1011,31,21,68,3537
"Waterford School District","=""1520011""",0,"*",8,"*",16,9,"*","*",11,77
"Watertown School District","=""1530011""","*",0,34,"*",7,30,"*","*",10,115
"West Hartford School District","=""1550011""","*",9,93,"*",72,70,7,7,48,271
"West Haven School District","=""1560011""","*",13,11,"*",154,36,"*","*",23,755
"Westbrook School District","=""1540011""","*",0,0,0,"*","*",0,"*","*","*"
"Weston School District","=""1570011""",0,0,"*","*","*",12,"*",0,"*",14
"Westport School District","=""1580011""",0,"*",11,"*",16,"*","*",0,15,27
"Wethersfield School District","=""1590011""",0,0,14,"*",11,35,"*","*",17,83
"Willington School District","=""1600011""",0,0,"*",0,"*","*",0,"*",0,0
"Wilton School District","=""1610011""","*","*",8,0,"*","*",0,0,"*",6
"Winchester School District","=""1620011""",0,0,"*",0,"*",17,0,"*",0,"*"
"Windham School District","=""1630011""",0,"*",248,19,275,315,41,7,11,510
"Windsor Locks School District","=""1650011""","*",7,26,"*",17,38,8,"*",9,68
"Windsor School District","=""1640011""","*","*",25,10,41,137,"*","*",24,486
"Wolcott School District","=""1660011""",0,"*",13,"*","*","*","*","*","*",103
"Woodbridge School District","=""1670011""",0,0,"*",0,0,8,0,"*",0,"*"
"Woodstock School District","=""1690011""",0,0,"*",0,0,"*",0,0,0,"*"

