"Incident Counts, Trend"
"All Districts"

"",,,"Year",,,,
"Area Cooperative Educational Services","=""2440014""","Physical and Verbal Confrontation",195,118,154,151,132
"Area Cooperative Educational Services","=""2440014""","Fighting and Battery",185,158,131,155,153
"Area Cooperative Educational Services","=""2440014""","Property Damage",15,14,15,7,29
"Area Cooperative Educational Services","=""2440014""","Weapons",8,10,7,"*","*"
"Area Cooperative Educational Services","=""2440014""","Drugs, Alcohol, Tobacco",10,13,14,"*","*"
"Ashford School District","=""0030011""","Violent Crimes Against Persons","*",0,0,0,0
"Ashford School District","=""0030011""","School Policy Violations","*",8,10,11,"*"
"Ashford School District","=""0030011""","Sexually Related Behavior","*","*","*","*",0
"Ashford School District","=""0030011""","Personally Threatening Behavior","*",9,"*","*","*"
"Ashford School District","=""0030011""","Theft Related Behaviors","*","*",0,0,0
"Ashford School District","=""0030011""","Physical and Verbal Confrontation","*",13,"*",13,0
"Ashford School District","=""0030011""","Fighting and Battery",9,"*","*",8,9
"Ashford School District","=""0030011""","Property Damage","*",0,0,0,"*"
"Ashford School District","=""0030011""","Weapons","*","*",0,"*","*"
"Ashford School District","=""0030011""","Drugs, Alcohol, Tobacco",0,0,0,"*",0
"Avon School District","=""0040011""","Violent Crimes Against Persons","*","*","*","*",0
"Avon School District","=""0040011""","School Policy Violations",36,72,51,35,35
"Avon School District","=""0040011""","Sexually Related Behavior",0,"*",0,0,"*"
"Avon School District","=""0040011""","Personally Threatening Behavior",14,12,9,7,16
"Avon School District","=""0040011""","Theft Related Behaviors","*",6,"*",7,"*"
"Avon School District","=""0040011""","Physical and Verbal Confrontation",8,11,14,18,16
"Avon School District","=""0040011""","Fighting and Battery",26,10,11,16,16
"Avon School District","=""0040011""","Property Damage","*",0,0,"*","*"
"Avon School District","=""0040011""","Weapons","*",0,"*","*","*"
"Avon School District","=""0040011""","Drugs, Alcohol, Tobacco","*",7,7,"*",10
"Barkhamsted School District","=""0050011""","Violent Crimes Against Persons",0,0,"*",0,0
"Barkhamsted School District","=""0050011""","School Policy Violations",0,0,0,7,0
"Barkhamsted School District","=""0050011""","Sexually Related Behavior",0,0,"*",0,0
"Barkhamsted School District","=""0050011""","Personally Threatening Behavior",0,"*","*",0,0
"Barkhamsted School District","=""0050011""","Theft Related Behaviors",0,"*",0,0,0
"Barkhamsted School District","=""0050011""","Physical and Verbal Confrontation",0,"*","*",0,0
"Barkhamsted School District","=""0050011""","Fighting and Battery",0,"*","*","*",0
"Barkhamsted School District","=""0050011""","Property Damage",0,0,0,0,0
"Barkhamsted School District","=""0050011""","Weapons","*","*",0,0,0
"Barkhamsted School District","=""0050011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Berlin School District","=""0070011""","Violent Crimes Against Persons","*","*","*","*","*"
"Berlin School District","=""0070011""","School Policy Violations",317,208,159,84,72
"Berlin School District","=""0070011""","Sexually Related Behavior","*","*","*","*","*"
"Berlin School District","=""0070011""","Personally Threatening Behavior",28,21,19,18,22
"Berlin School District","=""0070011""","Theft Related Behaviors",10,"*","*",12,0
"Berlin School District","=""0070011""","Physical and Verbal Confrontation",33,15,14,23,26
"Berlin School District","=""0070011""","Fighting and Battery",24,16,21,29,18
"Berlin School District","=""0070011""","Property Damage",8,"*","*","*","*"
"Berlin School District","=""0070011""","Weapons","*","*","*",0,"*"
"Berlin School District","=""0070011""","Drugs, Alcohol, Tobacco",19,9,"*",14,"*"
"Bethany School District","=""0080011""","Violent Crimes Against Persons",0,0,0,0,"*"
"Bethany School District","=""0080011""","School Policy Violations","*","*","*","*",0
"Bethany School District","=""0080011""","Sexually Related Behavior",0,0,0,0,0
"Bethany School District","=""0080011""","Personally Threatening Behavior","*",0,"*","*","*"
"Bethany School District","=""0080011""","Theft Related Behaviors",0,0,0,0,0
"Bethany School District","=""0080011""","Physical and Verbal Confrontation",0,"*","*",8,"*"
"Bethany School District","=""0080011""","Fighting and Battery",7,"*","*","*",6
"Bethany School District","=""0080011""","Property Damage","*",0,0,"*",0
"Bethany School District","=""0080011""","Weapons",0,0,0,0,0
"Bethany School District","=""0080011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Bethel School District","=""0090011""","Violent Crimes Against Persons","*","*",0,0,"*"
"Bethel School District","=""0090011""","School Policy Violations",339,381,271,324,260
"Bethel School District","=""0090011""","Sexually Related Behavior","*",33,"*",16,15
"Bethel School District","=""0090011""","Personally Threatening Behavior",46,54,44,43,62
"Bethel School District","=""0090011""","Theft Related Behaviors",15,"*","*",17,13
"Bethel School District","=""0090011""","Physical and Verbal Confrontation",21,35,34,30,52
"Bethel School District","=""0090011""","Fighting and Battery",30,25,20,27,45
"Bethel School District","=""0090011""","Property Damage",6,8,8,8,8
"Bethel School District","=""0090011""","Weapons","*","*","*",8,6
"Bethel School District","=""0090011""","Drugs, Alcohol, Tobacco",18,25,14,22,11
"Bloomfield School District","=""0110011""","Violent Crimes Against Persons","*",0,"*","*","*"
"Bloomfield School District","=""0110011""","School Policy Violations",351,335,339,280,282
"Bloomfield School District","=""0110011""","Sexually Related Behavior","*","*",12,7,6
"Bloomfield School District","=""0110011""","Personally Threatening Behavior",39,29,36,25,46
"Bloomfield School District","=""0110011""","Theft Related Behaviors",9,10,19,18,14
"Bloomfield School District","=""0110011""","Physical and Verbal Confrontation",170,125,94,125,133
"Bloomfield School District","=""0110011""","Fighting and Battery",29,77,113,89,89
"Bloomfield School District","=""0110011""","Property Damage","*","*",6,"*",0
"Bloomfield School District","=""0110011""","Weapons","*",6,"*",8,7
"Bloomfield School District","=""0110011""","Drugs, Alcohol, Tobacco","*",14,7,11,"*"
"Bolton School District","=""0120011""","Violent Crimes Against Persons",0,0,0,"*",0
"Bolton School District","=""0120011""","School Policy Violations",10,15,34,42,37
"Bolton School District","=""0120011""","Sexually Related Behavior",0,"*","*","*","*"
"Bolton School District","=""0120011""","Personally Threatening Behavior",12,"*","*",10,6
"Bolton School District","=""0120011""","Theft Related Behaviors",0,"*",0,"*",6
"Bolton School District","=""0120011""","Physical and Verbal Confrontation","*",0,"*",12,7
"Bolton School District","=""0120011""","Fighting and Battery",11,"*","*",14,8
"Bolton School District","=""0120011""","Property Damage",0,0,"*","*",0
"Bolton School District","=""0120011""","Weapons","*","*",0,"*",0
"Bolton School District","=""0120011""","Drugs, Alcohol, Tobacco","*",11,0,8,"*"
"Booker T. Washington Academy District","=""2950013""","Violent Crimes Against Persons",0,0,0,0,"*"
"Booker T. Washington Academy District","=""2950013""","School Policy Violations",0,0,0,22,9
"Booker T. Washington Academy District","=""2950013""","Sexually Related Behavior",0,0,0,0,0
"Booker T. Washington Academy District","=""2950013""","Personally Threatening Behavior",0,0,0,"*","*"
"Booker T. Washington Academy District","=""2950013""","Theft Related Behaviors",0,0,0,0,0
"Booker T. Washington Academy District","=""2950013""","Physical and Verbal Confrontation",0,0,0,30,46
"Booker T. Washington Academy District","=""2950013""","Fighting and Battery",0,0,0,"*","*"
"Booker T. Washington Academy District","=""2950013""","Property Damage",0,0,0,"*",0
"Booker T. Washington Academy District","=""2950013""","Weapons",0,0,0,0,0
"Booker T. Washington Academy District","=""2950013""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Bozrah School District","=""0130011""","Violent Crimes Against Persons",0,0,0,0,0
"Bozrah School District","=""0130011""","School Policy Violations","*","*",0,"*","*"
"Bozrah School District","=""0130011""","Sexually Related Behavior",0,0,"*","*",0
"Bozrah School District","=""0130011""","Personally Threatening Behavior",0,"*",12,0,"*"
"Bozrah School District","=""0130011""","Theft Related Behaviors",0,0,"*",0,0
"Bozrah School District","=""0130011""","Physical and Verbal Confrontation","*",17,"*",0,0
"Bozrah School District","=""0130011""","Fighting and Battery","*","*",19,"*","*"
"Bozrah School District","=""0130011""","Property Damage",0,0,0,0,0
"Bozrah School District","=""0130011""","Weapons",0,0,0,0,0
"Bozrah School District","=""0130011""","Drugs, Alcohol, Tobacco",0,"*",0,0,0
"Branford School District","=""0140011""","Violent Crimes Against Persons",0,"*","*","*","*"
"Branford School District","=""0140011""","School Policy Violations",285,268,343,286,220
"Branford School District","=""0140011""","Sexually Related Behavior","*",10,"*","*","*"
"Branford School District","=""0140011""","Personally Threatening Behavior",35,23,25,25,19
"Branford School District","=""0140011""","Theft Related Behaviors",15,10,7,8,10
"Branford School District","=""0140011""","Physical and Verbal Confrontation",20,19,25,38,46
"Branford School District","=""0140011""","Fighting and Battery",16,17,12,12,20
"Branford School District","=""0140011""","Property Damage","*","*","*","*",9
"Branford School District","=""0140011""","Weapons","*","*","*","*","*"
"Branford School District","=""0140011""","Drugs, Alcohol, Tobacco",15,15,54,32,20
"Brass City Charter School District","=""2900013""","Violent Crimes Against Persons",0,0,0,0,0
"Brass City Charter School District","=""2900013""","School Policy Violations",0,0,0,"*","*"
"Brass City Charter School District","=""2900013""","Sexually Related Behavior",0,0,0,0,0
"Brass City Charter School District","=""2900013""","Personally Threatening Behavior",0,0,0,0,0
"Brass City Charter School District","=""2900013""","Theft Related Behaviors",0,0,0,0,0
"Brass City Charter School District","=""2900013""","Physical and Verbal Confrontation",0,0,0,"*","*"
"Brass City Charter School District","=""2900013""","Fighting and Battery",0,0,0,"*","*"
"Brass City Charter School District","=""2900013""","Property Damage",0,0,0,0,0
"Brass City Charter School District","=""2900013""","Weapons",0,0,0,0,0
"Brass City Charter School District","=""2900013""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Bridgeport Achievement First District","=""2850013""","Violent Crimes Against Persons","*",0,"*","*","*"
"Bridgeport Achievement First District","=""2850013""","School Policy Violations",659,241,1310,1220,584
"Bridgeport Achievement First District","=""2850013""","Sexually Related Behavior","*","*",0,"*","*"
"Bridgeport Achievement First District","=""2850013""","Personally Threatening Behavior",28,16,28,12,18
"Bridgeport Achievement First District","=""2850013""","Theft Related Behaviors","*",6,"*",19,9
"Bridgeport Achievement First District","=""2850013""","Physical and Verbal Confrontation",26,22,113,231,148
"Bridgeport Achievement First District","=""2850013""","Fighting and Battery",47,75,87,180,68
"Bridgeport Achievement First District","=""2850013""","Property Damage","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Weapons","*","*","*","*",8
"Bridgeport Achievement First District","=""2850013""","Drugs, Alcohol, Tobacco",0,"*",8,"*",8
"Bridgeport School District","=""0150011""","Violent Crimes Against Persons",113,58,72,48,64
"Bridgeport School District","=""0150011""","School Policy Violations",6617,6212,5374,5283,5014
"Bridgeport School District","=""0150011""","Sexually Related Behavior",180,121,110,103,79
"Bridgeport School District","=""0150011""","Personally Threatening Behavior",1209,634,637,548,534
"Bridgeport School District","=""0150011""","Theft Related Behaviors",169,144,122,153,160
"Bridgeport School District","=""0150011""","Physical and Verbal Confrontation",2444,1632,1882,1758,2001
"Bridgeport School District","=""0150011""","Fighting and Battery",2881,2188,2656,2331,2938
"Bridgeport School District","=""0150011""","Property Damage",222,129,150,130,157
"Bridgeport School District","=""0150011""","Weapons",104,72,97,70,91
"Bridgeport School District","=""0150011""","Drugs, Alcohol, Tobacco",89,58,55,107,61
"Bristol School District","=""0170011""","Violent Crimes Against Persons",10,14,12,11,10
"Bristol School District","=""0170011""","School Policy Violations",1294,1213,1201,920,833
"Bristol School District","=""0170011""","Sexually Related Behavior",25,27,24,31,17
"Bristol School District","=""0170011""","Personally Threatening Behavior",175,158,131,161,155
"Bristol School District","=""0170011""","Theft Related Behaviors",30,19,42,34,47
"Bristol School District","=""0170011""","Physical and Verbal Confrontation",69,171,168,137,138
"Bristol School District","=""0170011""","Fighting and Battery",153,209,217,247,325
"Bristol School District","=""0170011""","Property Damage",16,16,6,15,13
"Bristol School District","=""0170011""","Weapons",7,23,19,14,18
"Bristol School District","=""0170011""","Drugs, Alcohol, Tobacco",59,40,65,61,27
"Brookfield School District","=""0180011""","Violent Crimes Against Persons",0,0,0,0,"*"
"Brookfield School District","=""0180011""","School Policy Violations",101,49,53,57,42
"Brookfield School District","=""0180011""","Sexually Related Behavior","*","*","*",6,7
"Brookfield School District","=""0180011""","Personally Threatening Behavior",7,23,7,15,10
"Brookfield School District","=""0180011""","Theft Related Behaviors","*","*","*","*","*"
"Brookfield School District","=""0180011""","Physical and Verbal Confrontation","*","*",14,"*",10
"Brookfield School District","=""0180011""","Fighting and Battery",20,36,18,16,17
"Brookfield School District","=""0180011""","Property Damage","*","*","*",0,0
"Brookfield School District","=""0180011""","Weapons","*",0,"*",0,"*"
"Brookfield School District","=""0180011""","Drugs, Alcohol, Tobacco",14,9,20,36,23
"Brooklyn School District","=""0190011""","Violent Crimes Against Persons","*",0,"*",0,"*"
"Brooklyn School District","=""0190011""","School Policy Violations",73,53,63,58,71
"Brooklyn School District","=""0190011""","Sexually Related Behavior",14,12,0,7,14
"Brooklyn School District","=""0190011""","Personally Threatening Behavior",26,17,19,10,31
"Brooklyn School District","=""0190011""","Theft Related Behaviors",9,0,"*","*","*"
"Brooklyn School District","=""0190011""","Physical and Verbal Confrontation",67,53,43,28,68
"Brooklyn School District","=""0190011""","Fighting and Battery",16,0,"*","*",9
"Brooklyn School District","=""0190011""","Property Damage",16,16,9,"*","*"
"Brooklyn School District","=""0190011""","Weapons","*","*","*",0,"*"
"Brooklyn School District","=""0190011""","Drugs, Alcohol, Tobacco","*","*",11,"*","*"
"Canaan School District","=""0210011""","Violent Crimes Against Persons",0,0,0,0,0
"Canaan School District","=""0210011""","School Policy Violations",0,0,0,0,0
"Canaan School District","=""0210011""","Sexually Related Behavior",0,0,0,"*",0
"Canaan School District","=""0210011""","Personally Threatening Behavior",0,"*","*","*","*"
"Canaan School District","=""0210011""","Theft Related Behaviors",0,0,0,0,0
"Canaan School District","=""0210011""","Physical and Verbal Confrontation",0,0,0,0,0
"Canaan School District","=""0210011""","Fighting and Battery",0,0,"*",0,"*"
"Canaan School District","=""0210011""","Property Damage",0,0,0,0,0
"Canaan School District","=""0210011""","Weapons",0,0,0,0,0
"Canaan School District","=""0210011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Canterbury School District","=""0220011""","Violent Crimes Against Persons",0,0,0,0,0
"Canterbury School District","=""0220011""","School Policy Violations",10,6,"*",8,"*"
"Canterbury School District","=""0220011""","Sexually Related Behavior","*","*",0,0,0
"Canterbury School District","=""0220011""","Personally Threatening Behavior",16,9,11,"*","*"
"Canterbury School District","=""0220011""","Theft Related Behaviors","*","*",0,"*",0
"Canterbury School District","=""0220011""","Physical and Verbal Confrontation","*","*",0,"*","*"
"Canterbury School District","=""0220011""","Fighting and Battery","*","*","*","*",6
"Canterbury School District","=""0220011""","Property Damage","*",0,"*",0,0
"Canterbury School District","=""0220011""","Weapons","*","*","*",0,0
"Canterbury School District","=""0220011""","Drugs, Alcohol, Tobacco",0,"*","*",0,0
"Canton School District","=""0230011""","Violent Crimes Against Persons",0,0,0,0,0
"Canton School District","=""0230011""","School Policy Violations",47,25,"*","*",23
"Canton School District","=""0230011""","Sexually Related Behavior",0,"*",0,0,0
"Canton School District","=""0230011""","Personally Threatening Behavior",6,"*","*",8,10
"Canton School District","=""0230011""","Theft Related Behaviors","*","*",0,"*","*"
"Canton School District","=""0230011""","Physical and Verbal Confrontation","*","*","*","*","*"
"Canton School District","=""0230011""","Fighting and Battery",9,"*",10,"*",23
"Canton School District","=""0230011""","Property Damage","*",0,0,"*","*"
"Canton School District","=""0230011""","Weapons","*",0,"*",0,"*"
"Canton School District","=""0230011""","Drugs, Alcohol, Tobacco",6,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Violent Crimes Against Persons",0,0,0,0,"*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","School Policy Violations",0,0,0,0,50
"Capital Preparatory Harbor School Inc. District","=""2970013""","Sexually Related Behavior",0,0,0,0,0
"Capital Preparatory Harbor School Inc. District","=""2970013""","Personally Threatening Behavior",0,0,0,0,"*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Theft Related Behaviors",0,0,0,0,"*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Physical and Verbal Confrontation",0,0,0,0,26
"Capital Preparatory Harbor School Inc. District","=""2970013""","Fighting and Battery",0,0,0,0,9
"Capital Preparatory Harbor School Inc. District","=""2970013""","Property Damage",0,0,0,0,"*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Weapons",0,0,0,0,"*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Capitol Region Education Council","=""2410014""","Violent Crimes Against Persons","*","*",10,6,"*"
"Capitol Region Education Council","=""2410014""","School Policy Violations",378,1136,669,1104,1418
"Capitol Region Education Council","=""2410014""","Sexually Related Behavior",11,35,26,18,23
"Capitol Region Education Council","=""2410014""","Personally Threatening Behavior",76,121,106,78,114
"Capitol Region Education Council","=""2410014""","Theft Related Behaviors",12,21,49,47,49
"Capitol Region Education Council","=""2410014""","Physical and Verbal Confrontation",50,164,175,82,265
"Capitol Region Education Council","=""2410014""","Fighting and Battery",120,256,298,403,190
"Capitol Region Education Council","=""2410014""","Property Damage",15,20,17,22,19
"Capitol Region Education Council","=""2410014""","Weapons","*","*",18,20,14
"Capitol Region Education Council","=""2410014""","Drugs, Alcohol, Tobacco","*","*",50,40,39
"Chaplin School District","=""0240011""","Violent Crimes Against Persons",0,0,0,0,0
"Chaplin School District","=""0240011""","School Policy Violations",0,"*",0,0,0
"Chaplin School District","=""0240011""","Sexually Related Behavior","*",0,0,0,0
"Chaplin School District","=""0240011""","Personally Threatening Behavior","*",0,0,0,"*"
"Chaplin School District","=""0240011""","Theft Related Behaviors",0,"*",0,0,0
"Chaplin School District","=""0240011""","Physical and Verbal Confrontation",0,0,0,0,0
"Chaplin School District","=""0240011""","Fighting and Battery",0,"*","*",0,0
"Chaplin School District","=""0240011""","Property Damage",0,0,0,0,0
"Chaplin School District","=""0240011""","Weapons","*",0,"*",0,0
"Chaplin School District","=""0240011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Cheshire School District","=""0250011""","Violent Crimes Against Persons",11,6,"*","*","*"
"Cheshire School District","=""0250011""","School Policy Violations",183,124,137,102,162
"Cheshire School District","=""0250011""","Sexually Related Behavior","*","*",10,8,"*"
"Cheshire School District","=""0250011""","Personally Threatening Behavior",66,39,41,45,28
"Cheshire School District","=""0250011""","Theft Related Behaviors",7,11,7,7,17
"Cheshire School District","=""0250011""","Physical and Verbal Confrontation",13,16,19,15,24
"Cheshire School District","=""0250011""","Fighting and Battery",29,35,34,34,51
"Cheshire School District","=""0250011""","Property Damage",8,"*",6,"*",6
"Cheshire School District","=""0250011""","Weapons",6,"*","*","*","*"
"Cheshire School District","=""0250011""","Drugs, Alcohol, Tobacco",21,25,34,98,53
"Chester School District","=""0260011""","Violent Crimes Against Persons",0,0,0,0,0
"Chester School District","=""0260011""","School Policy Violations",0,"*","*","*",0
"Chester School District","=""0260011""","Sexually Related Behavior",0,0,0,0,0
"Chester School District","=""0260011""","Personally Threatening Behavior",9,"*",10,"*",0
"Chester School District","=""0260011""","Theft Related Behaviors","*","*",0,0,0
"Chester School District","=""0260011""","Physical and Verbal Confrontation",24,"*",35,"*",0
"Chester School District","=""0260011""","Fighting and Battery",10,"*","*",0,0
"Chester School District","=""0260011""","Property Damage",0,0,0,0,0
"Chester School District","=""0260011""","Weapons","*",0,0,0,0
"Chester School District","=""0260011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Clinton School District","=""0270011""","Violent Crimes Against Persons",0,"*","*",0,0
"Clinton School District","=""0270011""","School Policy Violations",240,206,105,142,89
"Clinton School District","=""0270011""","Sexually Related Behavior",7,"*","*","*","*"
"Clinton School District","=""0270011""","Personally Threatening Behavior",16,21,28,"*","*"
"Clinton School District","=""0270011""","Theft Related Behaviors","*","*","*","*","*"
"Clinton School District","=""0270011""","Physical and Verbal Confrontation",15,25,15,13,6
"Clinton School District","=""0270011""","Fighting and Battery",9,15,11,9,12
"Clinton School District","=""0270011""","Property Damage",0,"*","*",0,"*"
"Clinton School District","=""0270011""","Weapons","*","*",0,0,"*"
"Clinton School District","=""0270011""","Drugs, Alcohol, Tobacco",42,18,21,18,6
"Colchester School District","=""0280011""","Violent Crimes Against Persons",0,0,"*",0,"*"
"Colchester School District","=""0280011""","School Policy Violations",183,252,186,146,95
"Colchester School District","=""0280011""","Sexually Related Behavior","*","*","*",0,0
"Colchester School District","=""0280011""","Personally Threatening Behavior",23,39,35,23,15
"Colchester School District","=""0280011""","Theft Related Behaviors",6,"*","*",9,"*"
"Colchester School District","=""0280011""","Physical and Verbal Confrontation",18,18,13,9,6
"Colchester School District","=""0280011""","Fighting and Battery",14,14,12,28,20
"Colchester School District","=""0280011""","Property Damage","*","*","*",6,0
"Colchester School District","=""0280011""","Weapons","*","*","*",9,"*"
"Colchester School District","=""0280011""","Drugs, Alcohol, Tobacco",35,27,17,26,15
"Colebrook School District","=""0290011""","Violent Crimes Against Persons",0,0,0,0,0
"Colebrook School District","=""0290011""","School Policy Violations",0,"*","*","*","*"
"Colebrook School District","=""0290011""","Sexually Related Behavior",0,0,0,0,0
"Colebrook School District","=""0290011""","Personally Threatening Behavior",0,0,0,0,0
"Colebrook School District","=""0290011""","Theft Related Behaviors",0,0,0,"*",0
"Colebrook School District","=""0290011""","Physical and Verbal Confrontation",0,0,0,"*",0
"Colebrook School District","=""0290011""","Fighting and Battery",0,"*","*",0,0
"Colebrook School District","=""0290011""","Property Damage",0,0,0,0,0
"Colebrook School District","=""0290011""","Weapons",0,0,0,0,0
"Colebrook School District","=""0290011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Columbia School District","=""0300011""","Violent Crimes Against Persons",0,0,0,0,0
"Columbia School District","=""0300011""","School Policy Violations","*",0,0,17,"*"
"Columbia School District","=""0300011""","Sexually Related Behavior","*","*",0,"*",0
"Columbia School District","=""0300011""","Personally Threatening Behavior",8,"*","*","*",0
"Columbia School District","=""0300011""","Theft Related Behaviors","*","*","*","*",0
"Columbia School District","=""0300011""","Physical and Verbal Confrontation","*",0,"*",14,"*"
"Columbia School District","=""0300011""","Fighting and Battery","*","*","*",10,"*"
"Columbia School District","=""0300011""","Property Damage","*",0,0,0,0
"Columbia School District","=""0300011""","Weapons","*","*","*","*",0
"Columbia School District","=""0300011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Common Ground High School District","=""2680013""","Violent Crimes Against Persons",0,0,0,0,"*"
"Common Ground High School District","=""2680013""","School Policy Violations",14,"*",10,9,"*"
"Common Ground High School District","=""2680013""","Sexually Related Behavior","*",0,"*",0,"*"
"Common Ground High School District","=""2680013""","Personally Threatening Behavior","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Theft Related Behaviors","*",0,"*",0,0
"Common Ground High School District","=""2680013""","Physical and Verbal Confrontation",0,"*","*","*","*"
"Common Ground High School District","=""2680013""","Fighting and Battery","*",0,"*","*","*"
"Common Ground High School District","=""2680013""","Property Damage",0,0,"*",0,0
"Common Ground High School District","=""2680013""","Weapons","*","*",0,0,"*"
"Common Ground High School District","=""2680013""","Drugs, Alcohol, Tobacco","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Violent Crimes Against Persons",37,31,9,22,26
"Connecticut Technical High School System","=""9000016""","School Policy Violations",3792,2297,1797,1631,1496
"Connecticut Technical High School System","=""9000016""","Sexually Related Behavior",103,81,61,66,38
"Connecticut Technical High School System","=""9000016""","Personally Threatening Behavior",368,305,234,262,204
"Connecticut Technical High School System","=""9000016""","Theft Related Behaviors",95,81,48,59,50
"Connecticut Technical High School System","=""9000016""","Physical and Verbal Confrontation",395,440,380,320,276
"Connecticut Technical High School System","=""9000016""","Fighting and Battery",210,207,252,237,278
"Connecticut Technical High School System","=""9000016""","Property Damage",84,59,45,38,28
"Connecticut Technical High School System","=""9000016""","Weapons",61,47,51,50,25
"Connecticut Technical High School System","=""9000016""","Drugs, Alcohol, Tobacco",286,230,221,240,146
"Cooperative Educational Services","=""2430014""","Violent Crimes Against Persons",0,"*","*","*",0
