"Incident Counts, 2013-14"
"All Districts"

"",,"Incident Type",,,,,,,,,
"Education Connection","=""2420014""",0,24,0,18,"*",17,9,0,"*",10
"Ellington School District","=""0480011""","*",113,"*",14,"*",42,25,"*","*",6
"Elm City College Preparatory School District","=""2890013""",0,541,"*",16,0,56,6,0,10,"*"
"Enfield School District","=""0490011""","*",835,6,52,20,113,46,7,6,46
"Essex School District","=""0500011""",0,0,0,"*",0,0,0,"*","*",0
"Explorations District","=""2720013""",0,29,0,0,0,"*",0,0,0,9
"Fairfield School District","=""0510011""","*",168,"*",22,41,32,10,25,8,77
"Farmington School District","=""0520011""",0,32,"*",10,"*",13,28,"*",9,14
"Franklin School District","=""0530011""",0,"*",0,"*",0,"*",6,0,0,0
"Glastonbury School District","=""0540011""",0,102,"*",22,11,7,32,0,"*",32
"Granby School District","=""0560011""",0,36,"*",9,0,20,21,"*","*","*"
"Greenwich School District","=""0570011""","*",102,0,22,10,12,35,9,"*",78
"Griswold School District","=""0580011""","*",271,"*",27,11,23,13,"*",8,33
"Groton School District","=""0590011""","*",580,6,69,17,88,49,7,9,6
"Guilford School District","=""0600011""","*",117,"*",19,0,13,15,"*","*",10
"Hamden School District","=""0620011""",13,909,10,101,20,231,142,9,14,20
"Hampton School District","=""0630011""",0,0,0,"*",0,0,0,0,0,0
"Hartford School District","=""0640011""",89,5640,172,593,173,926,2640,167,97,97
"Hartland School District","=""0650011""",0,8,0,"*",0,0,0,0,0,0
"Hebron School District","=""0670011""",0,0,0,"*",0,"*",0,0,0,0
"Highville Charter School District","=""2860013""",0,"*",0,7,"*","*",11,"*",0,0
"Integrated Day Charter School District","=""2640013""",0,21,0,"*",0,"*","*",0,0,0
"Interdistrict School for Arts and Comm District","=""2650013""","*",37,0,"*",0,"*",16,0,"*",0
"Jumoke Academy District","=""2610013""",0,71,"*",13,"*",8,59,"*",0,0
"Killingly School District","=""0690011""","*",391,12,36,12,86,18,11,8,53
"Learn","=""2450014""","*",103,"*",23,"*",6,68,0,"*","*"
"Lebanon School District","=""0710011""",0,15,"*","*",0,0,"*","*","*",0
"Ledyard School District","=""0720011""","*",81,"*",21,10,23,37,"*","*",12
"Lisbon School District","=""0730011""",0,0,0,"*",0,0,"*",0,0,0
"Litchfield School District","=""0740011""",0,32,0,"*","*","*",6,0,"*",14
"Madison School District","=""0760011""",0,65,0,"*","*",6,"*",0,"*",8
"Manchester School District","=""0770011""",55,824,27,174,25,344,73,36,22,23
"Mansfield School District","=""0780011""",0,17,0,"*",0,"*",6,0,"*",0
"Marlborough School District","=""0790011""",0,0,"*",0,0,0,"*",0,0,0
"Meriden School District","=""0800011""","*",1813,22,85,43,216,50,16,31,36
"Middletown School District","=""0830011""",10,326,"*",68,16,110,125,11,17,12
"Milford School District","=""0840011""","*",565,7,40,8,43,33,11,7,33
"Monroe School District","=""0850011""",0,53,0,"*","*","*",6,"*","*",11
"Montville School District","=""0860011""","*",99,"*",35,"*",25,32,"*",9,"*"
"Naugatuck School District","=""0880011""",16,487,10,69,10,103,80,10,8,71
"New Beginnings Inc., Family Academy District","=""2800013""","*",76,0,20,9,25,76,0,0,0
"New Britain School District","=""0890011""",14,4893,41,335,81,872,607,60,44,66
"New Canaan School District","=""0900011""",0,"*",0,8,"*","*","*",0,"*",10
"New Fairfield School District","=""0910011""",0,164,0,6,6,50,13,"*","*",12
"New Hartford School District","=""0920011""",0,"*","*","*",0,"*",9,0,"*",0
"New Haven School District","=""0930011""",18,1022,71,257,57,436,797,24,65,46
"New London School District","=""0950011""",6,1143,16,92,32,255,197,7,"*",12
"New Milford School District","=""0960011""",0,659,7,42,7,34,47,8,"*",32
"Newington School District","=""0940011""","*",497,17,47,24,23,68,6,"*",12
"Newtown School District","=""0970011""",0,65,8,26,7,27,34,"*","*",8
"North Branford School District","=""0990011""","*",235,"*",23,6,22,"*","*","*",11
"North Canaan School District","=""1000011""",0,"*",0,"*",0,"*",25,0,0,"*"
"North Haven School District","=""1010011""",0,109,"*",14,11,24,11,"*","*",12
"North Stonington School District","=""1020011""",0,27,"*","*","*","*","*","*","*",0
"Norwalk School District","=""1030011""",48,728,25,101,54,91,155,6,20,93
"Norwich Free Academy District","=""9010022""",0,772,13,41,10,26,26,"*","*",30
"Norwich School District","=""1040011""","*",186,9,35,6,102,116,10,24,6
"Odyssey Community School District","=""2630013""",0,"*","*",7,0,"*",17,0,0,0
"Old Saybrook School District","=""1060011""",0,31,"*","*",0,"*",0,0,"*",9
"Orange School District","=""1070011""",0,7,0,0,0,"*",7,0,"*",0
"Oxford School District","=""1080011""",0,32,0,"*",0,"*",18,"*","*","*"
"Park City Prep Charter School District","=""2830013""",0,35,0,"*","*",15,8,0,"*",0
"Plainfield School District","=""1090011""",0,352,"*",33,"*",24,13,7,"*",16
"Plainville School District","=""1100011""","*",103,"*",15,"*",16,18,"*","*",6
"Plymouth School District","=""1110011""",0,60,0,11,"*",12,10,0,"*",6
"Pomfret School District","=""1120011""",0,"*",0,"*",0,0,"*",0,"*",0
"Portland School District","=""1130011""",0,73,0,9,"*","*",11,0,0,"*"
"Preston School District","=""1140011""",0,"*","*","*","*",0,"*",0,"*",0
"Putnam School District","=""1160011""",0,115,0,39,"*",21,76,"*",6,14
"Redding School District","=""1170011""","*","*",0,"*",0,12,9,"*",0,0
"Regional School District 01","=""2010012""",0,46,"*","*",0,0,8,0,"*",9
"Regional School District 04","=""2040012""","*",39,0,"*","*",0,9,"*",0,7
"Regional School District 05","=""2050012""",0,71,"*","*","*","*",10,"*",0,11
"Regional School District 06","=""2060012""","*",33,"*",14,"*",17,17,9,"*",6
"Regional School District 07","=""2070012""","*",63,"*",11,"*",9,8,"*","*",21
"Regional School District 08","=""2080012""","*",129,"*",12,9,"*",16,"*","*",28
"Regional School District 09","=""2090012""","*","*","*","*","*","*",0,"*",0,11
"Regional School District 10","=""2100012""",0,98,7,12,"*",28,6,"*","*",9
"Regional School District 11","=""2110012""",0,28,6,10,"*",12,"*","*","*","*"
"Regional School District 12","=""2120012""",0,28,"*","*","*","*","*","*","*",10
"Regional School District 13","=""2130012""",0,21,0,"*",0,6,9,0,0,"*"
"Regional School District 14","=""2140012""","*",23,"*",11,"*",10,7,"*","*",13
"Regional School District 15","=""2150012""",0,174,7,"*",9,"*",14,"*","*",25
"Regional School District 16","=""2160012""","*",159,7,25,"*",9,9,9,"*",36
"Regional School District 17","=""2170012""","*",61,0,11,8,69,6,"*","*",7
"Regional School District 18","=""2180012""","*",11,"*",26,"*","*","*","*",0,"*"
"Regional School District 19","=""2190012""",0,57,"*",8,6,7,17,0,8,7
"Ridgefield School District","=""1180011""","*",20,"*",19,11,24,15,"*","*",9
"Rocky Hill School District","=""1190011""","*",37,0,"*","*",6,10,"*",0,13
"Salem School District","=""1210011""",0,9,0,"*",0,"*","*","*",0,0
"Salisbury School District","=""1220011""",0,0,0,"*",0,6,"*","*",0,0
"Scotland School District","=""1230011""","*","*",0,9,0,"*",7,0,0,0
"Seymour School District","=""1240011""",6,345,14,37,"*",20,57,9,6,23
"Sharon School District","=""1250011""",0,"*",0,0,0,0,"*",0,0,0
"Shelton School District","=""1260011""","*",482,"*",27,12,35,26,8,"*",72
"Sherman School District","=""1270011""",0,"*",0,0,0,0,0,0,0,0
"Side By Side Charter School District","=""2700013""",0,"*",0,"*","*",7,0,0,0,0
"Simsbury School District","=""1280011""",0,48,"*",14,10,16,20,0,"*","*"
"Somers School District","=""1290011""",0,65,"*",34,"*",12,11,"*",0,"*"
"South Windsor School District","=""1320011""",0,148,"*",59,"*",115,21,13,8,41
"Southington School District","=""1310011""","*",175,11,29,16,39,47,"*","*",38
"Sprague School District","=""1330011""",0,27,"*",13,"*",50,10,"*","*","*"
"Stafford School District","=""1340011""","*",152,0,8,6,17,11,"*","*",13
"Stamford Academy District","=""2820013""",0,44,"*",9,0,14,16,"*",0,13
"Stamford School District","=""1350011""",9,236,11,51,25,97,202,6,21,64
"Sterling School District","=""1360011""","*",36,0,10,"*","*",25,"*",0,0
"Stonington School District","=""1370011""","*",242,"*",9,"*",25,23,"*","*",9
"Stratford School District","=""1380011""","*",491,7,80,25,105,119,"*",13,25
"Suffield School District","=""1390011""","*",117,"*",34,"*",23,12,"*","*",12
"The Bridge Academy District","=""2690013""",0,51,"*",12,"*",20,12,"*","*","*"
"The Gilbert School District","=""9020022""",0,321,0,18,"*","*",6,"*","*",27
"Thomaston School District","=""1400011""",0,35,"*",30,"*",8,10,"*",0,"*"
"Thompson School District","=""1410011""","*",65,"*",13,"*",6,20,0,"*",9
"Tolland School District","=""1420011""",0,96,"*",28,"*",20,13,16,"*",16
"Torrington School District","=""1430011""","*",545,"*",92,23,144,73,19,15,33
"Trailblazers Academy District","=""2780013""","*","*",0,6,"*","*",11,0,0,0
"Trumbull School District","=""1440011""",0,108,7,7,"*",9,13,"*","*",14
"Unified School District #2","=""3470015""","*",17,"*",26,"*",8,82,"*",0,"*"
"Vernon School District","=""1460011""","*",674,10,106,21,97,117,28,13,38
"Voluntown School District","=""1470011""",0,"*",0,"*",0,0,"*",0,0,0
"Wallingford School District","=""1480011""","*",520,18,72,13,21,92,6,9,21
"Waterbury School District","=""1510011""",30,10005,83,563,98,1198,1605,78,88,56
"Waterford School District","=""1520011""",0,245,0,21,9,24,26,11,"*",17
"Watertown School District","=""1530011""","*",428,18,60,15,31,54,10,6,24
"West Hartford School District","=""1550011""","*",463,18,118,20,98,80,8,9,27
"West Haven School District","=""1560011""","*",869,11,28,31,137,62,16,14,39
"Westbrook School District","=""1540011""",0,50,0,"*","*","*","*","*","*","*"
"Weston School District","=""1570011""",0,25,0,7,0,6,"*",0,"*",6
"Westport School District","=""1580011""",0,61,"*",28,9,15,18,0,"*","*"
"Wethersfield School District","=""1590011""","*",143,"*",29,14,9,29,"*",6,"*"
"Willington School District","=""1600011""",0,7,"*","*",0,"*",7,6,"*",0
"Wilton School District","=""1610011""",0,15,"*",9,"*","*",8,0,0,9
"Winchester School District","=""1620011""","*",7,"*","*",0,"*",9,"*",0,"*"
"Windham School District","=""1630011""","*",1534,27,164,36,230,356,59,23,46
"Windsor Locks School District","=""1650011""","*",216,"*",27,11,24,35,6,"*",10
"Windsor School District","=""1640011""","*",805,6,62,34,173,313,14,"*",15
"Wolcott School District","=""1660011""",0,198,"*",16,11,21,27,0,"*",10
"Woodbridge School District","=""1670011""",0,0,0,0,0,"*",0,0,0,0
"Woodstock Academy District","=""9030022""",0,77,"*",6,8,"*","*","*","*",14
"Woodstock School District","=""1690011""",0,8,"*",7,"*",0,"*",0,0,0

